2011,1,14,1000000.0
2011,1,18,988300.0
2011,1,19,985600.0
2011,1,20,986040.0
2011,1,21,984880.0
2011,1,24,1000920.0
2011,1,25,1007960.0
2011,1,26,1006400.0
2011,1,27,1006520.0
2011,1,28,999280.0
2011,1,31,1010120.0
2011,2,1,1026880.0
2011,2,2,1026840.0
2011,2,3,1025870.0
2011,2,4,1028540.0
2011,2,7,1032530.0
2011,2,8,1045940.0
2011,2,9,1040260.0
2011,2,10,1035520.0
2011,2,11,1044100.0
2011,2,14,1045310.0
2011,2,15,1039830.0
2011,2,16,1042060.0
2011,2,17,1046380.0
2011,2,18,1053560.0
2011,2,22,1022410.0
2011,2,23,1016600.0
2011,2,24,1016420.0
2011,2,25,1023520.0
2011,2,28,1025320.0
2011,3,1,1005240.0
2011,3,2,1005990.0
2011,3,3,1011822.0
2011,3,4,1008924.0
2011,3,7,1005594.0
2011,3,8,1009716.0
2011,3,9,1015998.0
2011,3,10,1009266.0
2011,3,11,1009986.0
2011,3,14,1008150.0
2011,3,15,1003992.0
2011,3,16,993426.0
2011,3,17,995496.0
2011,3,18,998502.0
2011,3,21,1001634.0
2011,3,22,1002210.0
2011,3,23,1004892.0
2011,3,24,1005792.0
2011,3,25,1009536.0
2011,3,28,1008114.0
2011,3,29,1010778.0
2011,3,30,1012038.0
2011,3,31,1011102.0
2011,4,1,1013208.0
2011,4,4,1013172.0
2011,4,5,1012722.0
2011,4,6,1012812.0
2011,4,7,1013406.0
2011,4,8,1012830.0
2011,4,11,1012650.0
2011,4,12,1011426.0
2011,4,13,1012650.0
2011,4,14,1014432.0
2011,4,15,1016610.0
2011,4,18,1016142.0
2011,4,19,1015188.0
2011,4,20,1014054.0
2011,4,21,1020246.0
2011,4,25,1019184.0
2011,4,26,1020624.0
2011,4,27,1023918.0
2011,4,28,1024638.0
2011,4,29,1024278.0
2011,5,2,1027032.0
2011,5,3,1028310.0
2011,5,4,1024350.0
2011,5,5,1020570.0
2011,5,6,1022640.0
2011,5,9,1023018.0
2011,5,10,1025268.0
2011,5,11,1023720.0
2011,5,12,1028544.0
2011,5,13,1024458.0
2011,5,16,1022586.0
2011,5,17,1025484.0
2011,5,18,1025376.0
2011,5,19,1025646.0
2011,5,20,1024890.0
2011,5,23,1021542.0
2011,5,24,1020651.0
2011,5,25,1019892.0
2011,5,26,1018044.0
2011,5,27,1019067.0
2011,5,31,1023687.0
2011,6,1,1016031.0
2011,6,2,1014513.0
2011,6,3,1014513.0
2011,6,6,1014513.0
2011,6,7,1014513.0
2011,6,8,1014513.0
2011,6,9,1014513.0
2011,6,10,1014513.0
2011,6,13,1015341.0
2011,6,14,1022325.0
2011,6,15,1015521.0
2011,6,16,1013625.0
2011,6,17,1007769.0
2011,6,20,1001865.0
2011,6,21,1013793.0
2011,6,22,1010577.0
2011,6,23,1020873.0
2011,6,24,1015041.0
2011,6,27,1021845.0
2011,6,28,1025697.0
2011,6,29,1024233.0
2011,6,30,1026177.0
2011,7,1,1035249.0
2011,7,5,1042629.0
2011,7,6,1045413.0
2011,7,7,1051905.0
2011,7,8,1054905.0
2011,7,11,1048089.0
2011,7,12,1047789.0
2011,7,13,1052889.0
2011,7,14,1052589.0
2011,7,15,1061133.0
2011,7,18,1071741.0
2011,7,19,1075389.0
2011,7,20,1087401.0
2011,7,21,1087857.0
2011,7,22,1095045.0
2011,7,25,1101261.0
2011,7,26,1107129.0
2011,7,27,1094193.0
2011,7,28,1093269.0
2011,7,29,1091673.0
2011,8,1,1099161.0
2011,8,2,1089801.0
2011,8,3,1094169.0
2011,8,4,1076013.0
2011,8,5,1071525.0
2011,8,8,1047141.0
2011,8,9,1071993.0
2011,8,10,1058327.0
2011,8,11,1071000.6
2011,8,12,1074936.6
